/Users/kevinmbeaulieu/Google-Drive/Code/Udemy/Complete Self-Driving Car Course/Behavioral Cloning/IMG/center_2020_01_13_19_22_12_499.jpg, /Users/kevinmbeaulieu/Google-Drive/Code/Udemy/Complete Self-Driving Car Course/Behavioral Cloning/IMG/left_2020_01_13_19_22_12_499.jpg, /Users/kevinmbeaulieu/Google-Drive/Code/Udemy/Complete Self-Driving Car Course/Behavioral Cloning/IMG/right_2020_01_13_19_22_12_499.jpg, 0, 0, 0, 7.82221E-05
/Users/kevinmbeaulieu/Google-Drive/Code/Udemy/Complete Self-Driving Car Course/Behavioral Cloning/IMG/center_2020_01_13_19_22_12_620.jpg, /Users/kevinmbeaulieu/Google-Drive/Code/Udemy/Complete Self-Driving Car Course/Behavioral Cloning/IMG/left_2020_01_13_19_22_12_620.jpg, /Users/kevinmbeaulieu/Google-Drive/Code/Udemy/Complete Self-Driving Car Course/Behavioral Cloning/IMG/right_2020_01_13_19_22_12_620.jpg, 0, 0, 0, 8.024009E-05
/Users/kevinmbeaulieu/Google-Drive/Code/Udemy/Complete Self-Driving Car Course/Behavioral Cloning/IMG/center_2020_01_13_19_22_12_752.jpg, /Users/kevinmbeaulieu/Google-Drive/Code/Udemy/Complete Self-Driving Car Course/Behavioral Cloning/IMG/left_2020_01_13_19_22_12_752.jpg, /Users/kevinmbeaulieu/Google-Drive/Code/Udemy/Complete Self-Driving Car Course/Behavioral Cloning/IMG/right_2020_01_13_19_22_12_752.jpg, 0, 0, 0, 8.05368E-05
/Users/kevinmbeaulieu/Google-Drive/Code/Udemy/Complete Self-Driving Car Course/Behavioral Cloning/IMG/center_2020_01_13_19_22_12_867.jpg, /Users/kevinmbeaulieu/Google-Drive/Code/Udemy/Complete Self-Driving Car Course/Behavioral Cloning/IMG/left_2020_01_13_19_22_12_867.jpg, /Users/kevinmbeaulieu/Google-Drive/Code/Udemy/Complete Self-Driving Car Course/Behavioral Cloning/IMG/right_2020_01_13_19_22_12_867.jpg, 0, 0, 0, 7.837531E-05
/Users/kevinmbeaulieu/Google-Drive/Code/Udemy/Complete Self-Driving Car Course/Behavioral Cloning/IMG/center_2020_01_13_19_22_12_999.jpg, /Users/kevinmbeaulieu/Google-Drive/Code/Udemy/Complete Self-Driving Car Course/Behavioral Cloning/IMG/left_2020_01_13_19_22_12_999.jpg, /Users/kevinmbeaulieu/Google-Drive/Code/Udemy/Complete Self-Driving Car Course/Behavioral Cloning/IMG/right_2020_01_13_19_22_12_999.jpg, 0, 0, 0, 7.875207E-05
/Users/kevinmbeaulieu/Google-Drive/Code/Udemy/Complete Self-Driving Car Course/Behavioral Cloning/IMG/center_2020_01_13_19_22_13_122.jpg, /Users/kevinmbeaulieu/Google-Drive/Code/Udemy/Complete Self-Driving Car Course/Behavioral Cloning/IMG/left_2020_01_13_19_22_13_122.jpg, /Users/kevinmbeaulieu/Google-Drive/Code/Udemy/Complete Self-Driving Car Course/Behavioral Cloning/IMG/right_2020_01_13_19_22_13_122.jpg, 0, 0.352071, 0, 0.4960082
/Users/kevinmbeaulieu/Google-Drive/Code/Udemy/Complete Self-Driving Car Course/Behavioral Cloning/IMG/center_2020_01_13_19_22_13_293.jpg, /Users/kevinmbeaulieu/Google-Drive/Code/Udemy/Complete Self-Driving Car Course/Behavioral Cloning/IMG/left_2020_01_13_19_22_13_293.jpg, /Users/kevinmbeaulieu/Google-Drive/Code/Udemy/Complete Self-Driving Car Course/Behavioral Cloning/IMG/right_2020_01_13_19_22_13_293.jpg, 0, 0.7689961, 0, 1.522994
/Users/kevinmbeaulieu/Google-Drive/Code/Udemy/Complete Self-Driving Car Course/Behavioral Cloning/IMG/center_2020_01_13_19_22_13_428.jpg, /Users/kevinmbeaulieu/Google-Drive/Code/Udemy/Complete Self-Driving Car Course/Behavioral Cloning/IMG/left_2020_01_13_19_22_13_428.jpg, /Users/kevinmbeaulieu/Google-Drive/Code/Udemy/Complete Self-Driving Car Course/Behavioral Cloning/IMG/right_2020_01_13_19_22_13_428.jpg, -0.2425772, 1, 0, 3.617109
/Users/kevinmbeaulieu/Google-Drive/Code/Udemy/Complete Self-Driving Car Course/Behavioral Cloning/IMG/center_2020_01_13_19_22_13_548.jpg, /Users/kevinmbeaulieu/Google-Drive/Code/Udemy/Complete Self-Driving Car Course/Behavioral Cloning/IMG/left_2020_01_13_19_22_13_548.jpg, /Users/kevinmbeaulieu/Google-Drive/Code/Udemy/Complete Self-Driving Car Course/Behavioral Cloning/IMG/right_2020_01_13_19_22_13_548.jpg, -0.6034591, 1, 0, 4.956232
/Users/kevinmbeaulieu/Google-Drive/Code/Udemy/Complete Self-Driving Car Course/Behavioral Cloning/IMG/center_2020_01_13_19_22_13_670.jpg, /Users/kevinmbeaulieu/Google-Drive/Code/Udemy/Complete Self-Driving Car Course/Behavioral Cloning/IMG/left_2020_01_13_19_22_13_670.jpg, /Users/kevinmbeaulieu/Google-Drive/Code/Udemy/Complete Self-Driving Car Course/Behavioral Cloning/IMG/right_2020_01_13_19_22_13_670.jpg, -0.2379302, 1, 0, 6.349611
/Users/kevinmbeaulieu/Google-Drive/Code/Udemy/Complete Self-Driving Car Course/Behavioral Cloning/IMG/center_2020_01_13_19_22_13_793.jpg, /Users/kevinmbeaulieu/Google-Drive/Code/Udemy/Complete Self-Driving Car Course/Behavioral Cloning/IMG/left_2020_01_13_19_22_13_793.jpg, /Users/kevinmbeaulieu/Google-Drive/Code/Udemy/Complete Self-Driving Car Course/Behavioral Cloning/IMG/right_2020_01_13_19_22_13_793.jpg, 0, 1, 0, 7.706113
/Users/kevinmbeaulieu/Google-Drive/Code/Udemy/Complete Self-Driving Car Course/Behavioral Cloning/IMG/center_2020_01_13_19_22_13_910.jpg, /Users/kevinmbeaulieu/Google-Drive/Code/Udemy/Complete Self-Driving Car Course/Behavioral Cloning/IMG/left_2020_01_13_19_22_13_910.jpg, /Users/kevinmbeaulieu/Google-Drive/Code/Udemy/Complete Self-Driving Car Course/Behavioral Cloning/IMG/right_2020_01_13_19_22_13_910.jpg, 0, 1, 0, 9.060403
/Users/kevinmbeaulieu/Google-Drive/Code/Udemy/Complete Self-Driving Car Course/Behavioral Cloning/IMG/center_2020_01_13_19_22_14_024.jpg, /Users/kevinmbeaulieu/Google-Drive/Code/Udemy/Complete Self-Driving Car Course/Behavioral Cloning/IMG/left_2020_01_13_19_22_14_024.jpg, /Users/kevinmbeaulieu/Google-Drive/Code/Udemy/Complete Self-Driving Car Course/Behavioral Cloning/IMG/right_2020_01_13_19_22_14_024.jpg, 0, 1, 0, 10.39896
/Users/kevinmbeaulieu/Google-Drive/Code/Udemy/Complete Self-Driving Car Course/Behavioral Cloning/IMG/center_2020_01_13_19_22_14_134.jpg, /Users/kevinmbeaulieu/Google-Drive/Code/Udemy/Complete Self-Driving Car Course/Behavioral Cloning/IMG/left_2020_01_13_19_22_14_134.jpg, /Users/kevinmbeaulieu/Google-Drive/Code/Udemy/Complete Self-Driving Car Course/Behavioral Cloning/IMG/right_2020_01_13_19_22_14_134.jpg, 0, 1, 0, 11.60114
/Users/kevinmbeaulieu/Google-Drive/Code/Udemy/Complete Self-Driving Car Course/Behavioral Cloning/IMG/center_2020_01_13_19_22_14_275.jpg, /Users/kevinmbeaulieu/Google-Drive/Code/Udemy/Complete Self-Driving Car Course/Behavioral Cloning/IMG/left_2020_01_13_19_22_14_275.jpg, /Users/kevinmbeaulieu/Google-Drive/Code/Udemy/Complete Self-Driving Car Course/Behavioral Cloning/IMG/right_2020_01_13_19_22_14_275.jpg, -0.172608, 1, 0, 13.0383
/Users/kevinmbeaulieu/Google-Drive/Code/Udemy/Complete Self-Driving Car Course/Behavioral Cloning/IMG/center_2020_01_13_19_22_14_370.jpg, /Users/kevinmbeaulieu/Google-Drive/Code/Udemy/Complete Self-Driving Car Course/Behavioral Cloning/IMG/left_2020_01_13_19_22_14_370.jpg, /Users/kevinmbeaulieu/Google-Drive/Code/Udemy/Complete Self-Driving Car Course/Behavioral Cloning/IMG/right_2020_01_13_19_22_14_370.jpg, -0.4874221, 1, 0, 14.11934
/Users/kevinmbeaulieu/Google-Drive/Code/Udemy/Complete Self-Driving Car Course/Behavioral Cloning/IMG/center_2020_01_13_19_22_14_497.jpg, /Users/kevinmbeaulieu/Google-Drive/Code/Udemy/Complete Self-Driving Car Course/Behavioral Cloning/IMG/left_2020_01_13_19_22_14_497.jpg, /Users/kevinmbeaulieu/Google-Drive/Code/Udemy/Complete Self-Driving Car Course/Behavioral Cloning/IMG/right_2020_01_13_19_22_14_497.jpg, -0.8676331, 1, 0, 15.03751
/Users/kevinmbeaulieu/Google-Drive/Code/Udemy/Complete Self-Driving Car Course/Behavioral Cloning/IMG/center_2020_01_13_19_22_14_648.jpg, /Users/kevinmbeaulieu/Google-Drive/Code/Udemy/Complete Self-Driving Car Course/Behavioral Cloning/IMG/left_2020_01_13_19_22_14_648.jpg, /Users/kevinmbeaulieu/Google-Drive/Code/Udemy/Complete Self-Driving Car Course/Behavioral Cloning/IMG/right_2020_01_13_19_22_14_648.jpg, -0.4122992, 1, 0, 16.74435
/Users/kevinmbeaulieu/Google-Drive/Code/Udemy/Complete Self-Driving Car Course/Behavioral Cloning/IMG/center_2020_01_13_19_22_14_800.jpg, /Users/kevinmbeaulieu/Google-Drive/Code/Udemy/Complete Self-Driving Car Course/Behavioral Cloning/IMG/left_2020_01_13_19_22_14_800.jpg, /Users/kevinmbeaulieu/Google-Drive/Code/Udemy/Complete Self-Driving Car Course/Behavioral Cloning/IMG/right_2020_01_13_19_22_14_800.jpg, 0, 1, 0, 18.09775
/Users/kevinmbeaulieu/Google-Drive/Code/Udemy/Complete Self-Driving Car Course/Behavioral Cloning/IMG/center_2020_01_13_19_22_14_907.jpg, /Users/kevinmbeaulieu/Google-Drive/Code/Udemy/Complete Self-Driving Car Course/Behavioral Cloning/IMG/left_2020_01_13_19_22_14_907.jpg, /Users/kevinmbeaulieu/Google-Drive/Code/Udemy/Complete Self-Driving Car Course/Behavioral Cloning/IMG/right_2020_01_13_19_22_14_907.jpg, 0, 1, 0, 19.34484
/Users/kevinmbeaulieu/Google-Drive/Code/Udemy/Complete Self-Driving Car Course/Behavioral Cloning/IMG/center_2020_01_13_19_22_15_035.jpg, /Users/kevinmbeaulieu/Google-Drive/Code/Udemy/Complete Self-Driving Car Course/Behavioral Cloning/IMG/left_2020_01_13_19_22_15_035.jpg, /Users/kevinmbeaulieu/Google-Drive/Code/Udemy/Complete Self-Driving Car Course/Behavioral Cloning/IMG/right_2020_01_13_19_22_15_035.jpg, 0, 1, 0, 20.57001
/Users/kevinmbeaulieu/Google-Drive/Code/Udemy/Complete Self-Driving Car Course/Behavioral Cloning/IMG/center_2020_01_13_19_22_15_163.jpg, /Users/kevinmbeaulieu/Google-Drive/Code/Udemy/Complete Self-Driving Car Course/Behavioral Cloning/IMG/left_2020_01_13_19_22_15_163.jpg, /Users/kevinmbeaulieu/Google-Drive/Code/Udemy/Complete Self-Driving Car Course/Behavioral Cloning/IMG/right_2020_01_13_19_22_15_163.jpg, 0, 1, 0, 21.98124
/Users/kevinmbeaulieu/Google-Drive/Code/Udemy/Complete Self-Driving Car Course/Behavioral Cloning/IMG/center_2020_01_13_19_22_15_290.jpg, /Users/kevinmbeaulieu/Google-Drive/Code/Udemy/Complete Self-Driving Car Course/Behavioral Cloning/IMG/left_2020_01_13_19_22_15_290.jpg, /Users/kevinmbeaulieu/Google-Drive/Code/Udemy/Complete Self-Driving Car Course/Behavioral Cloning/IMG/right_2020_01_13_19_22_15_290.jpg, 0, 1, 0, 23.16333
/Users/kevinmbeaulieu/Google-Drive/Code/Udemy/Complete Self-Driving Car Course/Behavioral Cloning/IMG/center_2020_01_13_19_22_15_419.jpg, /Users/kevinmbeaulieu/Google-Drive/Code/Udemy/Complete Self-Driving Car Course/Behavioral Cloning/IMG/left_2020_01_13_19_22_15_419.jpg, /Users/kevinmbeaulieu/Google-Drive/Code/Udemy/Complete Self-Driving Car Course/Behavioral Cloning/IMG/right_2020_01_13_19_22_15_419.jpg, -0.1864983, 1, 0, 24.30546
/Users/kevinmbeaulieu/Google-Drive/Code/Udemy/Complete Self-Driving Car Course/Behavioral Cloning/IMG/center_2020_01_13_19_22_15_543.jpg, /Users/kevinmbeaulieu/Google-Drive/Code/Udemy/Complete Self-Driving Car Course/Behavioral Cloning/IMG/left_2020_01_13_19_22_15_543.jpg, /Users/kevinmbeaulieu/Google-Drive/Code/Udemy/Complete Self-Driving Car Course/Behavioral Cloning/IMG/right_2020_01_13_19_22_15_543.jpg, -0.5544813, 1, 0, 25.39992
/Users/kevinmbeaulieu/Google-Drive/Code/Udemy/Complete Self-Driving Car Course/Behavioral Cloning/IMG/center_2020_01_13_19_22_15_659.jpg, /Users/kevinmbeaulieu/Google-Drive/Code/Udemy/Complete Self-Driving Car Course/Behavioral Cloning/IMG/left_2020_01_13_19_22_15_659.jpg, /Users/kevinmbeaulieu/Google-Drive/Code/Udemy/Complete Self-Driving Car Course/Behavioral Cloning/IMG/right_2020_01_13_19_22_15_659.jpg, -0.2031305, 1, 0, 26.35961
/Users/kevinmbeaulieu/Google-Drive/Code/Udemy/Complete Self-Driving Car Course/Behavioral Cloning/IMG/center_2020_01_13_19_22_16_095.jpg, /Users/kevinmbeaulieu/Google-Drive/Code/Udemy/Complete Self-Driving Car Course/Behavioral Cloning/IMG/left_2020_01_13_19_22_16_095.jpg, /Users/kevinmbeaulieu/Google-Drive/Code/Udemy/Complete Self-Driving Car Course/Behavioral Cloning/IMG/right_2020_01_13_19_22_16_095.jpg, 0, 1, 0, 29.50451
/Users/kevinmbeaulieu/Google-Drive/Code/Udemy/Complete Self-Driving Car Course/Behavioral Cloning/IMG/center_2020_01_13_19_22_16_261.jpg, /Users/kevinmbeaulieu/Google-Drive/Code/Udemy/Complete Self-Driving Car Course/Behavioral Cloning/IMG/left_2020_01_13_19_22_16_261.jpg, /Users/kevinmbeaulieu/Google-Drive/Code/Udemy/Complete Self-Driving Car Course/Behavioral Cloning/IMG/right_2020_01_13_19_22_16_261.jpg, 0, 1, 0, 30.18968
/Users/kevinmbeaulieu/Google-Drive/Code/Udemy/Complete Self-Driving Car Course/Behavioral Cloning/IMG/center_2020_01_13_19_22_16_389.jpg, /Users/kevinmbeaulieu/Google-Drive/Code/Udemy/Complete Self-Driving Car Course/Behavioral Cloning/IMG/left_2020_01_13_19_22_16_389.jpg, /Users/kevinmbeaulieu/Google-Drive/Code/Udemy/Complete Self-Driving Car Course/Behavioral Cloning/IMG/right_2020_01_13_19_22_16_389.jpg, 0, 1, 0, 30.19036
/Users/kevinmbeaulieu/Google-Drive/Code/Udemy/Complete Self-Driving Car Course/Behavioral Cloning/IMG/center_2020_01_13_19_22_16_520.jpg, /Users/kevinmbeaulieu/Google-Drive/Code/Udemy/Complete Self-Driving Car Course/Behavioral Cloning/IMG/left_2020_01_13_19_22_16_520.jpg, /Users/kevinmbeaulieu/Google-Drive/Code/Udemy/Complete Self-Driving Car Course/Behavioral Cloning/IMG/right_2020_01_13_19_22_16_520.jpg, 0, 1, 0, 30.19028
/Users/kevinmbeaulieu/Google-Drive/Code/Udemy/Complete Self-Driving Car Course/Behavioral Cloning/IMG/center_2020_01_13_19_22_16_658.jpg, /Users/kevinmbeaulieu/Google-Drive/Code/Udemy/Complete Self-Driving Car Course/Behavioral Cloning/IMG/left_2020_01_13_19_22_16_658.jpg, /Users/kevinmbeaulieu/Google-Drive/Code/Udemy/Complete Self-Driving Car Course/Behavioral Cloning/IMG/right_2020_01_13_19_22_16_658.jpg, 0, 1, 0, 30.19032
/Users/kevinmbeaulieu/Google-Drive/Code/Udemy/Complete Self-Driving Car Course/Behavioral Cloning/IMG/center_2020_01_13_19_22_16_778.jpg, /Users/kevinmbeaulieu/Google-Drive/Code/Udemy/Complete Self-Driving Car Course/Behavioral Cloning/IMG/left_2020_01_13_19_22_16_778.jpg, /Users/kevinmbeaulieu/Google-Drive/Code/Udemy/Complete Self-Driving Car Course/Behavioral Cloning/IMG/right_2020_01_13_19_22_16_778.jpg, -0.3592501, 1, 0, 30.15991
/Users/kevinmbeaulieu/Google-Drive/Code/Udemy/Complete Self-Driving Car Course/Behavioral Cloning/IMG/center_2020_01_13_19_22_16_892.jpg, /Users/kevinmbeaulieu/Google-Drive/Code/Udemy/Complete Self-Driving Car Course/Behavioral Cloning/IMG/left_2020_01_13_19_22_16_892.jpg, /Users/kevinmbeaulieu/Google-Drive/Code/Udemy/Complete Self-Driving Car Course/Behavioral Cloning/IMG/right_2020_01_13_19_22_16_892.jpg, -0.6985503, 1, 0, 30.12125
/Users/kevinmbeaulieu/Google-Drive/Code/Udemy/Complete Self-Driving Car Course/Behavioral Cloning/IMG/center_2020_01_13_19_22_17_005.jpg, /Users/kevinmbeaulieu/Google-Drive/Code/Udemy/Complete Self-Driving Car Course/Behavioral Cloning/IMG/left_2020_01_13_19_22_17_005.jpg, /Users/kevinmbeaulieu/Google-Drive/Code/Udemy/Complete Self-Driving Car Course/Behavioral Cloning/IMG/right_2020_01_13_19_22_17_005.jpg, -0.3555722, 1, 0, 30.19301
/Users/kevinmbeaulieu/Google-Drive/Code/Udemy/Complete Self-Driving Car Course/Behavioral Cloning/IMG/center_2020_01_13_19_22_17_119.jpg, /Users/kevinmbeaulieu/Google-Drive/Code/Udemy/Complete Self-Driving Car Course/Behavioral Cloning/IMG/left_2020_01_13_19_22_17_119.jpg, /Users/kevinmbeaulieu/Google-Drive/Code/Udemy/Complete Self-Driving Car Course/Behavioral Cloning/IMG/right_2020_01_13_19_22_17_119.jpg, -0.01604748, 1, 0, 30.18249
/Users/kevinmbeaulieu/Google-Drive/Code/Udemy/Complete Self-Driving Car Course/Behavioral Cloning/IMG/center_2020_01_13_19_22_17_226.jpg, /Users/kevinmbeaulieu/Google-Drive/Code/Udemy/Complete Self-Driving Car Course/Behavioral Cloning/IMG/left_2020_01_13_19_22_17_226.jpg, /Users/kevinmbeaulieu/Google-Drive/Code/Udemy/Complete Self-Driving Car Course/Behavioral Cloning/IMG/right_2020_01_13_19_22_17_226.jpg, 0, 1, 0, 30.18976
/Users/kevinmbeaulieu/Google-Drive/Code/Udemy/Complete Self-Driving Car Course/Behavioral Cloning/IMG/center_2020_01_13_19_22_17_335.jpg, /Users/kevinmbeaulieu/Google-Drive/Code/Udemy/Complete Self-Driving Car Course/Behavioral Cloning/IMG/left_2020_01_13_19_22_17_335.jpg, /Users/kevinmbeaulieu/Google-Drive/Code/Udemy/Complete Self-Driving Car Course/Behavioral Cloning/IMG/right_2020_01_13_19_22_17_335.jpg, 0, 1, 0, 30.1903
